AllowedStartingMaterialId,Type,ConceptId,Description,Manufacturer,Brand,Strength,Size,ApprovedStatus,ActionOnReceipt,Dose,Location,FirstChoiceForPicking
CD4F8DC7-977F-426D-B777-260DCD748CDE,0,26800000,NULL,Hameln,NULL,1 mg/mL,5 mL,1,Quarantine - Check codes (Straight to Stock),5 mg,,0
D272BFF9-0471-44C9-BE27-26A10F89D69E,0,319810003,NULL,Sandoz,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),100 mg,,0
75E9F9B6-344F-4B81-A4DA-26B59BA9034B,1,7f9b1262-6443-4f57-bb31-c0808dae5989,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
EA0CB9F8-5520-493E-9DAA-2730936FC72E,1,bd358808-ed95-4fb9-a874-4f54209cae5e,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AK-C01,0
44BE2530-29F4-4C41-BAC0-27E4B7594C57,2,NULL,Violet block with 1 black line (STD)  100mm x 38mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
D7B72EF9-7768-4709-9912-28AE1F01C2AD,0,108806006,NULL,Fresenius Kabi,NULL,20 mg/mL,6 mL,1,Quarantine - Check codes (Straight to Stock),120 mg,,0
190F8467-7064-4E8B-B75F-28F624BD0DF8,0,108688007,NULL,Tillomed/Emcure Pharma,NULL,75 mg/mL,5 mL,1,Straight to Stock,375 mg,AG-C05,0
3C846083-CF32-42EA-A1E8-291B09B3E3CC,2,NULL,Self-adhesive clear sticker Reverse printed 1-50 Number 15mm diameter,Abacus Studio,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
EC33483F-F911-4F29-8960-29A016A301AA,0,89695009,NULL,Hospira (Pfizer),NULL,40 mg/mL,1 mL,1,Quarantine - Check codes (Straight to Stock),40 mg,,0
5D370B8C-E0EF-4768-A5D6-29BF6C56CFE7,1,f753fdc4-f3db-414d-b783-3282f4a5f993,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-C01,0
3BFA1352-E78B-4614-8279-29C411ADBF89,0,3127006,NULL,Hospira,NULL,25 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),250mg,,0
855ADBBA-CF5B-4758-8585-29CAE651A658,0,108811008,NULL,Accord,NULL,100 mg/mL,20 mL,1,Straight to Stock,2000 mg,AC-B05,0
AF8F5C1C-4B00-4C90-BC54-2A0142A47BED,2,NULL,3CP BAGS,FRESENIUS KABI,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
ED387E9B-43F8-43A7-B6C2-2A474A9FC173,0,108806006,NULL,Accord,NULL,20 mg/mL,1 mL,1,Straight to Stock,20 mg,AH-A01,0
1E27D8F9-189F-42BE-AD49-2AF33B850511,0,78025001,NULL,CHEPLAPHARM Arzneimittel GmbH,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),500mg,AG-A08,0
A1C559C8-F775-4C03-A469-2B064C981EE9,0,108786002,NULL,Pfizer,NULL,N/A,N/A,1,Straight to Stock,10 mg,AJ-B12,0
2862C3AA-1E84-4502-99C2-2B6029690190,0,84812008,NULL,Wockhardt,NULL,1000 IU/mL,20 mL,1,Straight to Stock,20000 IU,AF-A11,0
F984CFF0-0C1B-48D7-9F95-2BC461256F23,0,346628003,NULL,Sandoz,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),4500 mg,,0
FEA9F8F1-7CE6-43BC-BF52-2C0842D66A18,0,18134611000001108,NULL,Merck Sharp & Dohme Limited,NULL,25 mg/mL,4 mL,1,Straight to Stock,100 mg,BC-D02,0
43083CAE-556E-4C15-8715-2C296368C0BC,0,108792008,NULL,Actavis,NULL,10 mg/mL,5 mL,1,Straight to Stock,50 mg,BL-C01,0
FBB46635-9907-4289-9E26-2CE176689FAF,1,bc6a99b6-be74-417c-8b8b-ec31658f0cf4,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
DE31320D-1905-4CF6-9A85-2D0BB7C24B0C,0,89265009,NULL,Hospira,NULL,20 mg/mL,5 mL,1,Straight to Stock,100 mg,,0
EB3E8F30-54CE-4E53-ABBB-2D1E68217B13,0,17066911000001103,NULL,Mandeville Medicines,NULL,"0.125%, 4 mcg/mL",480 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
A330BDD6-9A77-4294-9359-2DDE73D6F988,0,108809007,NULL,Samsung Bioepis,NULL,N/A,N/A,1,Quarantine - Report to QA/QC,100 mg,,0
40A80421-0A56-439E-AF22-2DFA2ABB6C90,0,68887009,NULL,TEVA,NULL,25 mg/mL,40 mL,0,Quarantine - Check codes (Straight to Stock),1000 mg,,0
E383E19F-2F71-420D-82D8-2E09A5D8EEFC,2,NULL,Blue and yellow blocks with 2 black lines labels (flag) 100mmx38mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
455887F4-F186-44B8-A8EF-2E22B2D836D4,0,84812008,NULL,Wockhardt,NULL,100 IU/mL,2 mL,1,Straight to Stock,200 IU,AF-A09,0
53A177BB-A537-48B5-8ECE-2E4B2B326AAF,0,35324006,NULL,Amgen,NULL,N/A,N/A,1,Straight to Stock,60 mg,BN-C03,0
B8D5B6BC-3C94-441A-AA89-2E5160B1F2E4,0,27196008,NULL,Ivex (Baxter),NULL,0.17%,500 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
DF006547-0A90-4FC5-80F6-2E587AD97086,0,327032007,NULL,Hospira (Pfizer),NULL,5 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),50 mg,,0
DAD526D1-29CC-476A-AC2A-2EA69115A280,0,414984009,NULL,Wockhardt,NULL,10 mg/mL,1 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),10 mg,,0
9FD188B1-D627-4423-8EBD-2F1B6A95324B,0,108783005,NULL,ACTIVIS,NULL,20 mg/mL,25 mL,0,Quarantine - Check codes (Straight to Stock),500 mg,,0
61BAC3E2-BD48-4725-85BD-2F69423135E8,1,5955eccf-e220-4975-a011-95fa2a79d6ff,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
9F73B1DB-598E-4324-85DD-2F8513136F7F,0,35324006,NULL,Amgen,NULL,N/A,N/A,1,Straight to Stock,30 mg,BC-A03,0
CAACDBD1-0CFD-4B89-BB93-2FE08FAC8A13,0,12369008,NULL,Mylan (Novartis),NULL,10 IU/mL,1 mL,1,Quarantine - Check codes (Straight to Stock),10 IU,BK-D03,0
92E33E36-20F4-4615-9AB0-3024AC45B69E,1,f43264a7-46ae-44d0-945a-ebd9691a0f91,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,AL-B06,0
4ADDC89D-A780-4916-A9AC-3038B33901B2,0,349848009,NULL,Actavis,NULL,2 mg/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),10 mg,,0
D89371CE-4B1A-4F0B-84DC-308C1D25E64E,0,432214004,NULL,Pharma Mar,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),0.25 mg,,0
3DD3323A-5F53-48CB-BF87-31C217D4C138,0,1222003,NULL,Torbay & South Devon NHS Foundation Trust,NULL,40 mg/mL,1 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),40 mg,,0
D875EC4E-99F0-45A3-846A-3216192D724F,0,409401002,NULL,Merck,NULL,5 mg/mL,20 mL,1,Straight to Stock,100 mg,BA-B01,0
C283EBE9-ED15-4656-8E7D-324ED432BADE,0,424323008,NULL,Bristol-Myers Squibb Pharmaceutical Limited,NULL,5 mg/mL,10 mL,1,Straight to Stock,50 mg,BB-A02,0
B41CACF4-D1D3-46EE-851D-327BA2EEB124,0,327397006,NULL,Roche,NULL,120 mg/mL,5 mL,1,Straight to Stock,600 mg,BG-A01,0
37F0DF3D-6191-40BF-B96C-32B0DCFC8E78,0,444609008,NULL,Roche,NULL,N/A,N/A,1,Straight to Stock,100 mg,BF-A02,0
755EE839-EDCE-44DF-9006-32B56CB4BD6B,0,108763009,NULL,Schering,NULL,25 mg/mL,2 mL,0,Quarantine - Check codes (Straight to Stock),50 mg,,0
16730912-2972-4D0F-9120-336342FA1A45,0,42082003,NULL,Flynn Pharma,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),500 mg,,0
03C1283A-07B3-4FA6-958D-3375BFCBC87C,0,1389006,NULL,Eisai Ltd,NULL,0.44 mg/mL,3 mL,1,Quarantine - Check codes (Straight to Stock),1.32 mg,,0
36EDF58E-8D1E-46BB-AF31-3393D089CA55,0,56928005,NULL,Accord,NULL,20 mg/mL,5 mL,1,Straight to Stock,100 mg,,0
92B00F12-A349-4F2D-9CB5-33F029166F7E,1,e5424fc6-4c48-4631-8b32-a21c1f2c1e93,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
4442CB8F-5D7D-478D-87F1-3414CF6E1C04,1,62329191-4741-4356-955b-9eec3b5a18b4,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
7D875BF3-E3AB-47A6-B18B-3447B905564C,1,30d57f70-5a89-41b2-a618-05a3a51f6167,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-C08,0
B20BC123-AEDB-4894-AF86-344C39010BF0,0,327032007,NULL,Sun Pharma,NULL,5 mg/mL,20 mL,1,Straight to Stock,100 mg,,0
5857FD9F-F43E-4DE2-8289-34914C1E45C4,0,415542004,NULL,Torbay & South Devon NHS Foundation Trust,NULL,21.60%,50 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
A2E9069C-C14D-4FAE-8A24-34B83824F8F6,0,89265009,NULL,Hospira,NULL,20mg/ml,50ml,1,Quarantine - Check codes (Straight to Stock),1000mg,,0
78FD0799-6F34-452A-8BA0-35329E9A2002,0,349848009,NULL,Mylan,NULL,2 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),20 mg,,0
A5104C62-E57B-4601-8D43-35B1510AAF2D,0,398907002,NULL,Aspire Pharma Ltd,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),1 mg,,0
9C3D7B2A-D2DD-4C51-B6C2-35C2FC6C67ED,0,45311002,NULL,Astrazeneca,NULL,0.5 mg/mL,5 mL,1,Straight to Stock,2.5 mg,AG-B07,0
D010FE91-5850-4873-91C0-35CE1791533F,0,432214004,NULL,Pharma Mar,NULL,N/A,N/A,1,Straight to Stock,1 mg,BL-D02,0
F962586C-C5E7-494A-BB7A-35F6C4ACF2E5,0,108783005,NULL,ACTAVIS,NULL,20 mg/mL,15 mL,0,Quarantine - Check codes (Straight to Stock),300 mg,,0
2E310AAE-A491-4AEE-A83F-36077C1805D6,2,NULL,Grey blocks with 1 black line label (std) 100mmx38mm,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
741F156D-BDB0-4783-82C5-3661A25A4F1E,1,233da556-553c-4aeb-b03e-2a04e370544f,NULL,NULL,NULL,NULL,NULL,1,Straight to Stock,NULL,AE-A05,0
B6842024-B288-4299-B4A1-366FEC0A6B2B,0,84812008,NULL,Wockhardt,NULL,10 IU/mL,5 mL,1,Straight to Stock,50 IU,AF-A08,0
B5A794C6-DB22-4D9B-A28C-367A01476F54,0,26800000,NULL,Hameln,NULL,5 mg/mL,10 mL,1,Straight to Stock,"50 mg ",AF-B10,0
149AA941-DF34-450D-9F66-3695B6706415,0,96099004,NULL,Clinigen Healthcare,NULL,24 mg/mL,250 mL,1,Straight to Stock,6000 mg,AG-A03,0
0F531B56-4396-4487-A708-36A99EDF79A3,0,108418007,NULL,Hospira,NULL,2mg/mL,4 mL,0,Quarantine - Check codes (Straight to Stock),8mg,,0
2F4E3F33-BE37-49D8-890C-36B24F69E605,0,108806006,NULL,SANOFI AVENTIS,NULL,20 mg/mL,8 mL,0,Quarantine - Check codes (Straight to Stock),160 mg,,0
4FEFDC8A-B5FF-43E8-BFF2-36CBE0AA6A08,0,346628003,NULL,Aurobindo Pharma - Milpharm Ltd,NULL,N/A,N/A,1,Straight to Stock,4000 mg / 500 mg,,0
A550129E-810E-44A1-A500-377E215F933F,0,409405006,NULL,Roche,NULL,25 mg/mL,4 mL,1,Straight to Stock,100mg,BA-D02,0
6BE5F129-ADE6-488F-ADD6-378CC9BA2FD3,2,NULL,Sterile Lightproof bags (Small),Helapet,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
FF22B714-38DA-4099-B1D9-379FE0BA6555,1,45b94b41-bd03-4de8-83e9-ceb147a021d1,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
2830080D-23C5-4FEC-A903-37B9AAB3A86D,1,81902926-4f1c-40c8-ae77-0fde43c46980,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-C07,0
76660B45-5379-4522-A8DD-37BF910D6E39,1,4039c207-ea80-44c7-b8a2-86a151abd70d,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
C824DB20-A721-423C-BB3E-37E372AD2FCC,0,35300008,NULL,Eli Lilly and Company Limited,NULL,10 mg/mL,50 mL,1,Straight to Stock,500 mg,,0
8B56B110-C306-4FE6-A3A0-37F142E7D945,0,73986003,NULL,Thea Pharmaceuticals,NULL,N/A,N/A,1,Straight to Stock,50 mg,AG-A05,0
27342B20-F32D-4543-A65C-380624D4A643,0,27196008,NULL,Calderdale and Huddersfield,NULL,0.50%,500 mL,1,Quarantine - Report to QA/QC,N/A,AF-C05,0
15048198-9A13-4CE2-8844-38352DA9AE5D,0,349848009,NULL,Medac,NULL,2 mg/mL,25 mL,1,Straight to Stock,50 mg,,0
1599D9BD-BD6E-40A5-A7F0-3849538EE8C8,0,406438001,NULL,Novartis,NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),500 mg,,0
B880ABFA-AE3F-49D3-B753-38F138ACD142,0,77750008,NULL,Medac,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),500 mg,AJ-B07,0
F5E0410D-082A-495D-A733-394070BBD01E,0,370179001,NULL,"Cambridge Isotope Laboratories, Inc. - starting material client specific",NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),1000 mg,,0
BB44457E-FC5D-42CC-979C-39749490B162,1,dbc59440-8c95-40bf-bc62-3b2d2492294e,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
5778D090-AD06-4FD4-AE00-39DD85D595AC,1,491bab91-4501-41c9-af32-fb0c94f33aec,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
744A8FEA-CBD2-48BB-ADAC-39FBB613318B,0,108759002,NULL,Accord,NULL,10 mg/mL,15 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),150 mg,,0
6DE66CE3-514F-447C-85B5-3A1BD27E4757,2,NULL,Klerpack Cap,,NULL,NULL,NULL,0,Quarantine - Check codes (Straight to Stock),NULL,,0
70B4659E-0151-4E1C-80AA-3A588872A08D,0,96062004,NULL,Hikma,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),1g,,0
FC407080-C10C-4485-ADC7-3A58933F7CE2,0,3127006,NULL,Hospira,NULL,50 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),500 mg,,0
AD14AF23-CACE-4DFA-85CE-3A830B14F968,0,327397007,NULL,Napp Pharmaceuticals (Celltrion),NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),420 mg,,0
675B1440-273A-45B7-8208-3A859D063570,1,b00a32f8-73de-48fe-a870-046dce4ac538,NULL,NULL,NULL,NULL,NULL,1,Straight to Stock,NULL,AG-D06,0
31722579-7977-49EA-93C3-3ADCB53999FA,0,73986003,NULL,GlaxoSmithKline,NULL,N/A,N/A,1,Straight to Stock,1500 mg,,0
0C6F7847-DD75-4075-B669-3B4B300B1DC1,1,cc82b94b-3514-4c5c-86a4-9f3f8914bd5b,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
DE3330ED-A85C-4EBF-AA8D-3B7E2FFEDDA1,2,NULL,Multi-add cap,B. Braun,NULL,NULL,NULL,0,Quarantine - Check codes (Straight to Stock),NULL,,0
64628BEF-E49F-4BAF-A927-3B9DF9EC8469,1,418c12d7-4954-4c73-844f-44f746e40432,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
108342FA-55C4-41DC-B7ED-3BDB23E5F874,1,fb78e638-9d16-424d-b346-8f2d58fc6572,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AD-A05,0
4131480E-1713-42F2-B6C6-3C077CC059FB,1,a8c73955-9d5d-4bec-a91a-5f7568890e9a,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
FDBB9B3C-1968-4215-9EC2-3C1CFF8306C9,1,eb5fe004-0d86-4c27-83df-f9158779b045,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
345EEEF2-C5D8-4146-942A-3C7C25129003,0,327032007,NULL,Medac,NULL,5 mg/mL,40 mL,1,Straight to Stock,200 mg,,0
2221C596-86E8-48E0-BE5F-3CDD6493C86C,0,56928005,NULL,Accord,NULL,20 mg/mL,20 mL,1,Quarantine - Check codes (Straight to Stock),400 mg,,0
4500DFF7-347E-41D6-A3BD-3D391FF107DA,0,70379000,NULL,Torbay & South Devon NHS Foundation Trust,NULL,30%,100 mL,0,Quarantine - Check codes (Straight to Stock),N/A,,0
130ABCA9-45BF-4B95-B935-3D3D171AF0F0,1,39d105ed-dba1-4032-adfd-11cb393193d1,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
8EA8A900-4C30-4368-9FE5-3D3E100AF015,0,67735003,NULL,Hospira (Pfizer),NULL,6 mg/mL,25 mL,1,Quarantine - Check codes (Straight to Stock),150 mg,,0
6844A954-7E28-4EA7-A7FF-3D7DADDE64C1,0,349848009,NULL,Medac,NULL,2 mg/mL,50 mL,1,Quarantine - Check codes (Straight to Stock),100 mg,,0
1E56CC24-A88B-4623-A2F8-3D985A888E40,1,033a9bad-1959-4801-9e58-b3a17c502326,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AD-B03,0
CC7E970E-0136-441F-9A08-3DE9338BEBBC,0,108811008,NULL,Hameln,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),200 mg,,0
889DA0E0-93E5-4D81-8B9F-3E0AF546DBB4,1,7e224ff4-30d8-4bc5-9c2f-646428119ce9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AD-B01,0
6B80333E-4592-4946-9C81-3E3289596428,1,b45e07c6-0c30-4e03-911d-61c56932d1b9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
9FD55920-A798-44F4-972F-3ED04F5BF54A,0,108806006,NULL,Actavis,NULL,20 mg/mL,4 mL,1,Quarantine - Check codes (Straight to Stock),80 mg,,0
C5466F87-E1E3-41FC-A975-3EE6D1F0DC2E,1,41e22d62-fde3-4977-b1f3-98ac6b3dfd26,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
49FDA514-8254-411A-83E6-3EFE88487392,0,3127006,NULL,Medac,NULL,50 mg/mL,50 mL,1,Quarantine - Report to QA/QC,2500 mg,,0
C4ED5DE5-DAE2-4A70-B8B2-3F9154AB95AF,1,258f2725-0a77-42e4-9f9f-8ece0e264ee3,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-D02,0
1D933CCC-2E0B-4C9A-A35E-3F9DE5EB0E2B,1,972bb92e-9cc1-47b1-aa0c-20de63b04ae4,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
97F18B11-DFDB-4B15-9656-4015FAE880AC,0,444649004,NULL,Roche,NULL,20 mg/mL,4 mL,1,Quarantine - Check codes (Straight to Stock),80 mg,BF-C01,0
7C917BB9-F6B6-4639-B339-406861894B53,0,108811008,NULL,Fresenius Kabi,NULL,38 mg/mL,26.3 mL,1,Straight to Stock,1000 mg,AC-C02,0
B0343B6C-97C8-4B07-B982-408ADC28D320,0,23079006,NULL,Hospira,NULL,1 mg/mL,1 mL,1,Straight to Stock,1 mg,,0
150B501A-55AD-4584-ACFA-40B74956BB61,0,13659611000001103,NULL,Roche,NULL,25mg/mL,40 mL,1,Straight to Stock,1000mg,,0
76C0EA4A-7882-44D4-A718-40F3A2724A88,0,15298111000001108,NULL,Hospira or Mayne,NULL,3mg/mL,30 mL,0,Quarantine - Check codes (Straight to Stock),90mg,,0
072F24C1-E95B-42BF-86B9-41166FE94484,1,8c756fea-80a0-4946-b52d-96708c0de19d,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
FCB1E851-D149-49CB-B6D9-4188C718706D,2,NULL,100mmx38mm Cyto Label,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
0FF553DA-CCE7-4925-A90F-41E735799831,1,d926a807-88f2-4874-9ba7-9768b95d6ba9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
89C60EDC-ED97-41E8-9439-42612928C8CD,0,108759002,NULL,TEVA,NULL,10 mg/mL,60 mL,0,Quarantine - Check codes (Straight to Stock),600 mg,,0
A0A0F826-394A-499E-A411-428F83542315,0,108783005,NULL,Fresenius Kabi,NULL,20 mg/mL,25 mL,1,Quarantine - Check codes (Straight to Stock),500 mg,,0
ADDB3ADD-E7C4-45FA-B36E-42D292B0F45C,2,NULL,90mmx70mm Cyto Label,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
2422CB6B-A3CB-4DA7-9B2E-4310439D8864,0,67735003,NULL,Accord,NULL,6 mg/mL,16.7 mL,1,Quarantine - Check codes (Straight to Stock),100 mg,,0
9421C003-6DCC-42CE-8563-4329C0486838,0,327032007,NULL,Sun Pharma,NULL,5 mg/mL,40 mL,1,Straight to Stock,200 mg,,0
BE5B8605-AC24-4F29-8F6B-432E530EE7D8,1,0891ed29-8f61-4c56-b98c-1e7effddbaee,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,AA-C06,0
BEC80C7B-73B1-4217-8A9B-43B8CF4093D5,0,349829005,NULL,Kyowa Kirin,NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),500 mg,AG-A01,0
5EE373BF-D218-4EF5-987C-43FDBB8305AF,1,223b7d19-2b90-480a-89ce-d9afadd7d998,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
2A80FBCE-5CBC-45DD-9E17-44741B4EEF16,0,89265009,NULL,Accord,NULL,100 mg/mL,20 mL,1,Straight to Stock,2000 mg,AJ-A05,0
DDD59F50-8CB1-4FB5-BBF3-44A7C600CBA3,0,48836000,NULL,Hospira or Mayne,NULL,50 mg/mL,2 mL,0,Quarantine - Check codes (Straight to Stock),100 mg,,0
3B34C4C3-B794-4DAF-817B-44B7D33B84A3,0,96183007,NULL,Hameln Pharma Plus GmbH,NULL,5 mg/mL,1 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),5 mg,,0
9D3BF965-25A7-4F6A-A4A0-45016516B443,0,56928005,NULL,Fresenius Kabi,NULL,20 mg/mL,5 mL,1,Quarantine - Check codes (Straight to Stock),100 mg,,0
27C75CBB-35BA-44B5-8A65-453DFA7C2E6C,2,NULL,Viaflo Cap,,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
6360E140-B629-4FF9-8CC1-455450320D5B,0,57066004,NULL,Accord,NULL,1 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),10 mg,,0
AECFF801-F069-42D1-A10C-45969F531DAF,2,NULL,90mmx90mm Cyto Label  100mm x 38mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
6D7103C1-031E-4AB5-850B-45F1A9339D1C,0,406438001,NULL,Novartis,NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),350 mg,,0
C31CBB5F-8B59-4AE8-886F-460DED0A1175,2,NULL,Violet block with 1 black line (BAG)  70mm x 90mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
C556D59B-5143-4253-A0A8-463A894FBB50,0,53691001,NULL,Torbay & South Devon NHS Foundation Trust,NULL,10%,50 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
CF4D8A0D-E3BF-4549-B455-4654C039D44F,1,0ba4c0f5-c929-4e84-91a7-a85196b278c3,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
8EB0FC3B-939B-4E49-99AA-468467F77E3A,0,1528001,NULL,Teva,NULL,10 mg/mL,20 mL,1,Quarantine - Check codes (Straight to Stock),200 mg,,0
441B249C-C9B6-4723-A83C-46D3183E7EB1,0,108806006,NULL,Accord,NULL,20 mg/mL,4 mL,1,Straight to Stock,80 mg,AH-A02,0
EE2B70E5-8043-4C2A-BAFE-47166779103F,0,108757000,NULL,BAXTER,NULL,N/A,N/A,1,Straight to Stock," 2g",AH-B08,0
48F3C013-328B-4F81-8C91-4728ED8C165F,0,67735003,NULL,Accord,NULL,6 mg/mL,25 mL,1,Straight to Stock,150 mg,,0
CDEDED26-41C9-44CE-A580-47CE059308F9,2,NULL,Grey and yellow blocks with 1 black line labels (std) 100mmx38mm,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
6CB046E4-5322-4911-AD92-480194D5C2C9,0,26800000,NULL,Hameln,NULL,5 mg/mL,18 mL,1,Quarantine - Check codes (Straight to Stock),90 mg,,0
B4064387-3AEE-4303-B00F-480396E20FE7,0,1222003,NULL,Added Pharma,NULL,2 mg/mL,5000 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),10000 mg,,0
E1DB8E2C-904B-4453-8E3E-4846B069EFB0,0,349848009,NULL,Hameln,NULL,2 mg/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),10 mg,,0
21357A8C-1DD8-462F-AAF1-48B17FBF09DA,0,349848009,NULL,Medac,NULL,2 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),20 mg,,0
A740B7E0-E404-4539-925F-48C8E268EEBB,0,57066004,NULL,Accord,NULL,1 mg/mL,50 mL,1,Straight to Stock,50 mg,AC-C03,0
DB24CD86-FA64-48AF-9403-48DE7A60672B,1,42292a09-e095-476c-8c1a-0b3003ad8d23,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AD-B02,0
541CEC76-6BE4-44BB-9B2E-4936F7E5222F,0,69918003,NULL,Bristol-Myers Squibb,NULL,N/A,N/A,1,Straight to Stock,2000 mg,AG-C07,0
A1E5660C-F090-421A-825A-4953177E3930,0,67735003,NULL,Fresenius Kabi,NULL,6 mg/mL,16.7 mL,1,Straight to Stock,100 mg,AH-C01,0
